trainCode,ArrivalDelay,DepartureDelay
12138,0,0
12138,4.460348606,4.665277004
12138,11.13686466,11.35135937
12138,38.73325348,39.18679047
12138,103.6864395,104.1733017
12138,196.4472656,194.4421997
12138,115.8573303,112.5629044
12138,147.3830261,144.6057434
12138,135.3495941,132.4347534
12138,110.6759338,106.8184433
12138,149.5155487,146.9713593
12138,152.8437195,150.0215912
12138,171.3808289,168.9958191
12138,149.1627197,146.3293304
12138,157.7208862,155.3673096
12138,171.5271912,170.1847229
12138,85.62414551,83.8661499
12138,124.289238,124.5759048
12138,113.9209061,114.2136383
12138,143.8232574,143.7761688
12138,113.9209061,114.2136383
12138,128.668335,130.1339264
12138,128.668335,130.1339264
12138,128.6528778,130.1185303
12138,50.0100441,48.7243309
12138,54.56169891,54.98405838
12138,66.33359528,66.95853424
12138,54.56173706,54.98409653
12138,52.45801926,52.80308914
12138,50.69119263,51.05199051
12138,54.56173706,54.98408127
12138,35.42489624,36.56445313
12138,46.47408676,47.59328079
12138,35.81189728,37.18980026
12138,26.4409523,28.1120491
12138,25.47191429,27.31427002
12138,26.70884895,28.49072075
12138,36.70355606,36.73999786
12138,47.37297058,48.41574478
12138,50.78464127,51.38961411
12138,30.87915421,32.40125275
12138,42.62396622,43.35914993
12138,50.74228668,51.59564972
12138,53.68414688,54.2363739
12138,26.27035713,27.94444275
12138,24.15923882,25.21666718
12138,43.12036896,43.88479233
12138,47.42752457,48.18647003
12138,51.15127182,51.9312439
12138,51.15182114,51.93177414
12138,47.76459885,48.51452637
12138,47.76449203,48.51442337
12138,42.32609558,43.61440277
12138,30.41893768,32.15374756
12139,0,0
12139,4.224975586,4.376803875
12139,19.79762459,20.01411247
12139,54.23023605,54.35367584
12139,169.6233826,167.7556305
12139,126.1598663,122.896225
12139,186.6559601,184.3474579
12139,142.5241699,139.7513123
12139,190.6910706,188.5663605
12139,171.4199371,168.8651276
12139,188.5241547,186.0233459
12139,188.8458252,186.3508911
12139,185.8314819,183.4639282
12139,152.1073303,151.5257568
12139,185.5297241,184.4830475
12139,170.3483582,169.4459839
12139,114.4768829,115.1218719
12139,124.6830902,125.137291
12139,90.76998138,90.74858093
12139,69.63317871,69.51981354
12139,71.69176483,71.13581848
12139,73.86468506,74.19616699
12139,101.1732407,102.5634079
12139,50.04535675,48.75977325
12139,66.33359528,66.95853424
12139,38.70976257,38.89861298
12139,53.12337875,53.48441315
12139,54.56173706,54.98409653
12139,66.33359528,66.95853424
12139,66.9673233,67.67517853
12139,66.33359528,66.95853424
12139,51.11502457,51.12444687
12139,66.96828461,67.67615509
12139,66.33359528,66.95853424
12139,54.56173706,54.98409653
12139,62.61489868,63.25521469
12139,50.64613724,51.00856018
12139,33.87382889,34.89670563
12139,35.24807739,35.53525925
12139,56.66704941,57.65420914
12139,54.56173706,54.98409653
12139,50.6461525,51.00859833
12139,63.50216293,64.45005798
12139,50.6461525,51.00858307
12139,50.6461525,51.00859833
12139,54.56173706,54.98409653
12295,0,0
12295,1.947665215,2.472866297
12295,8.217878342,8.127455711
12295,26.70260048,26.78894806
12295,96.81247711,97.3469696
12295,195.0741119,193.0198517
12295,145.2352142,142.0900574
12295,183.370575,181.134079
12295,103.711731,102.7436676
12295,113.8226471,113.6045151
12295,99.20281982,99.20513153
12295,73.7898941,74.11994934
12295,66.9673233,67.67518616
12295,54.49188232,54.91075134
12295,63.2414856,64.01878357
12295,54.56171036,54.98407364
12295,51.15185928,51.93181229
12295,32.05072403,33.48288345
12295,42.4366951,43.71446991
12295,47.13922119,47.54776001
12295,46.10302353,47.1772728
12295,47.7121315,48.53282166
12295,32.05071259,33.48287201
12295,43.12038803,43.88480759
12295,42.06975555,43.34588242
12295,47.01873398,47.42387009
12295,47.13490677,47.54304123
12295,42.63827896,43.74311447
12295,43.12038803,43.88480759
12295,43.30806351,44.05666733
12295,33.91273117,33.98459625
12295,46.22163773,46.56170273
12295,43.2906456,44.08440781
12295,35.33527374,36.42798233
12295,31.02266693,32.01248169
12295,21.70207787,22.97428131
12311,0,0
12311,3.299236059,3.472489834
12311,3.045284986,3.504943371
12311,2.691284657,3.224621773
12311,3.913994789,4.264229298
12311,8.061806679,8.376555443
12311,31.3488636,31.57612419
12311,81.20040131,81.27681732
12311,126.4367447,127.985321
12311,154.4199982,154.4145355
12311,113.9209061,114.2136383
12311,93.06338501,92.61024475
12311,101.2252731,102.6138077
12311,67.9422226,67.53335571
12311,57.21506119,57.45127106
12311,66.33358765,66.95852661
12311,66.33359528,66.95853424
12311,54.56173706,54.98409653
12311,53.60123444,53.97949219
12311,51.15151215,51.93138504
12311,51.15185547,51.93180084
12311,47.07538986,48.14583588
12311,51.15185547,51.93180847
12311,34.8383522,34.94469452
12311,42.15421677,42.43626404
12311,22.78790665,24.77449989
12311,30.51498985,30.57216454
12311,33.91135788,33.98353577
12311,35.21731567,35.78243637
12311,33.91270828,33.98457718
12311,33.91270828,33.98457718
12311,30.03525162,30.47660446
12311,33.65735245,33.72754669
12311,33.91270828,33.98457718
12311,33.91270828,33.98457718
12311,47.55724716,48.01050186
12311,47.19077682,47.60423279
12311,32.0507164,33.48287201
12311,35.3379364,36.43006516
12321,0,0
12321,3.259545326,3.444615364
12321,2.998365879,3.461212873
12321,6.026578426,6.257889748
12321,26.33434868,26.46547699
12321,59.19365692,59.19126511
12321,99.32710266,98.8793869
12321,147.4787445,148.7240906
12321,178.1351013,176.6759186
12321,155.2601013,152.9886475
12321,181.8522339,179.7863464
12321,185.2185669,184.16716
12321,177.8553467,177.4890137
12321,113.9209061,114.2136383
12321,65.68935394,64.95567322
12321,55.52650833,55.83005905
12321,85.40631104,87.11156464
12321,67.87994385,67.49497986
12321,54.60829544,55.02490234
12321,54.56174469,54.98409653
12321,66.3269577,66.95182037
12321,33.87378693,34.89666367
12321,34.33207703,34.51276779
12321,35.24807739,35.53525925
12321,33.9128685,33.98474503
12321,34.33200073,34.51267242
12321,33.91270828,33.98457718
12321,33.91270828,33.98457718
12321,33.91356277,33.98544693
12321,33.91270828,33.98457718
12321,33.91270828,33.98457718
12321,33.91270828,33.98457718
12321,33.94904709,34.02179718
12321,33.91270828,33.98457718
12321,30.03377151,30.47547722
12321,33.90579987,33.97922516
12321,47.16540527,47.57643509
12321,47.44687271,48.33584976
12321,32.0507164,33.48287201
12321,35.33429718,36.42710876
12321,43.42276001,44.24648666
12321,30.49346924,32.21836472
12321,47.13487244,47.54300308
12321,48.24987411,48.90497208
12321,30.4704895,32.20253754
12321,43.12033463,43.88474655
12321,43.12049866,43.88493729
12321,35.33598709,36.42854691
12616,0,0
12616,1.821786761,2.346199036
12616,2.784864902,3.123319387
12616,4.380312443,4.623939037
12616,0.129591823,0.554115653
12616,0.675973058,1.329862952
12616,1.376939297,1.935038447
12616,0.856036663,1.452183723
12616,2.468132973,2.976246357
12616,12.05926132,12.14980412
12616,17.85420036,18.10369492
12616,33.91148758,33.98336411
12616,51.15087891,51.9308815
12616,54.56173706,54.98409653
12616,54.56173706,54.98409653
12616,54.56173706,54.98409653
12616,54.56167603,54.98403549
12616,54.56173706,54.98409653
12616,39.40295029,40.26393127
12616,33.91264725,33.98452377
12616,33.91270828,33.98457718
12616,33.91270828,33.98457718
12616,33.91252136,33.98440552
12616,33.91270828,33.98457718
12616,33.9126091,33.98448181
12616,23.71357918,23.95285797
12616,29.51246071,29.56794548
12616,16.95816231,17.7400322
12616,24.64813805,24.754076
12616,29.51246071,29.56794548
12616,29.51246071,29.56794548
12616,29.51984978,29.57534599
12616,13.30893707,14.04271793
12616,24.64801788,24.75396156
12616,26.87581635,27.84456825
12616,28.97046852,29.9564209
12616,29.51250648,29.56798363
12616,29.51246452,29.56794548
12616,45.61233139,45.92286682
12617,0,0
12617,3.366512299,3.521867275
12617,3.352232933,3.717164278
12617,4.079086781,4.219505787
12617,5.23880291,5.485834599
12617,5.905581474,6.173162937
12617,6.748726368,6.99956131
12617,5.984611511,6.254994869
12617,5.216469288,5.47998333
12617,3.866042137,4.378393173
12617,2.900951862,3.386800766
12617,6.127599716,6.332376957
12617,14.54775143,14.63741589
12617,17.22414207,17.33025169
12617,33.4632225,33.60469055
12617,44.84614563,44.99647141
12617,75.3595047,75.53520203
12617,100.9502945,101.0449142
12617,111.9883347,112.7608032
12617,134.0427551,135.4950562
12617,148.823288,150.2869873
12617,126.5191498,126.8809357
12617,102.969162,103.9770203
12617,71.19613647,70.89945221
12617,54.71497345,55.23980713
12617,54.56173706,54.98409653
12617,62.60881042,63.24895859
12617,66.9673233,67.67517853
12617,54.56173706,54.98409653
12617,53.88253021,54.90196991
12617,51.70910263,52.3549614
12617,35.12688446,35.24664688
12617,33.91270828,33.98457718
12617,33.91270828,33.98457718
12617,33.91270828,33.98457718
12617,33.91270828,33.98457718
12617,16.95748901,17.73941422
12617,5.727730751,6.506379604
12617,24.6479969,24.75394058
12617,45.59495163,45.90723038
12617,34.84696579,35.99065018
12617,23.98553085,25.38154411
12617,24.98928833,25.43733406
12617,10.93814659,11.63081646
12617,24.64801979,24.75396156
12617,21.47488976,22.73302841
12617,24.64801979,24.75396156
12617,7.645694256,8.29442215
12625,0,0
12625,1.821796536,2.346214294
12625,1.821815252,2.346227169
12625,1.547713518,2.002411604
12625,2.024060249,2.394654989
12625,2.419514418,2.744902134
12625,2.111706972,2.636459351
12625,2.224010706,2.56637001
12625,1.873634577,2.401144028
12625,4.071992874,4.389207363
12625,5.098496437,5.360555649
12625,3.927414417,4.413684368
12625,3.989621162,4.247682095
12625,6.237519741,6.444541454
12625,5.088077068,5.514430046
12625,3.194496155,3.718003988
12625,3.474592686,3.787609339
12625,2.586898804,3.122798681
12625,2.990768909,3.323001623
12625,2.423574924,2.937719345
12625,8.065971375,8.327415466
12625,15.49112034,15.57720375
12625,29.5138073,29.56929779
12625,35.24807739,35.53525925
12625,34.33226013,34.51296616
12625,34.34276581,34.43096542
12625,33.91270828,33.98457718
12625,36.98584747,37.38275146
12625,33.91270828,33.98457718
12625,33.91225433,33.98411942
12625,17.79972839,18.61093903
12625,7.671198845,8.320207596
12625,24.62643242,24.73204422
12625,29.50226212,29.55786133
12625,26.87389183,27.84262276
12625,21.47574234,22.73390198
12625,16.92012596,18.06869316
12625,20.30489349,20.81219101
12625,7.644610405,8.293293953
12625,1.176321387,1.666009068
12625,20.6554203,21.1343441
12625,7.644608974,8.293292999
12625,24.64535522,24.75172997
12656,0,0
12656,1.836244345,2.350847721
12656,1.439964294,1.876322865
12656,4.024808407,4.355333805
12656,5.955684662,6.132605553
12656,7.390400887,7.603818893
12656,7.713561058,7.924799919
12656,14.64757061,14.73648357
12656,33.44346619,33.58480453
12656,45.19233704,45.30807495
12656,47.75589752,48.79764175
12656,54.16006851,55.2490654
12656,56.89850616,57.96150208
12656,51.40348434,52.67611694
12656,44.3643837,45.48838806
12656,35.24808121,35.53526306
12656,51.15185928,51.93180847
12656,54.56173325,54.98409271
12656,48.76075363,49.94969559
12656,51.15084076,51.93055344
12656,43.96939468,44.48907089
12656,34.09570313,34.17222595
12656,47.80312347,48.57902527
12656,38.72748947,39.72712326
12656,33.9127121,33.98458099
12656,23.02998734,25.16794968
12656,29.5124836,29.56797028
12656,33.91270447,33.98456955
12656,33.91270828,33.98457718
12656,38.21866226,38.72372818
12656,33.91657639,33.98854446
12656,33.91391754,33.98581696
12656,26.15675735,27.79784203
12656,29.5124588,29.56794548
12656,33.91270828,33.98457718
12656,33.91270828,33.98457718
12656,32.38618088,32.44958496
12656,29.51327515,29.56876373
12656,29.51246071,29.56794548
12656,15.79045105,16.98674202
12656,5.627189636,6.400163651
12656,5.627186775,6.400161266
12656,24.64565086,24.75155449
12656,29.51216316,29.56764984
12722,0,0
12722,2.007410765,2.478899956
12722,3.298398495,3.431502342
12722,3.672188759,3.849694729
12722,3.665029526,3.897526264
12722,3.872114182,4.107000828
12722,2.495091915,2.955595016
12722,5.32006979,5.555652142
12722,4.307096004,4.748784065
12722,3.780355453,4.080231667
12722,3.695016384,3.998769283
12722,4.143887997,4.591465473
12722,7.770992279,7.998136044
12722,8.552614212,8.880426407
12722,24.62026405,24.72577667
12722,35.24804688,35.53522491
12722,38.99252319,39.92570114
12722,52.2111969,52.85838699
12722,54.56197739,54.98429871
12722,54.56016159,54.98277283
12722,54.5558815,54.97919846
12722,54.56164169,54.98401642
12722,52.91886139,53.49940491
12722,52.93027496,53.50880051
12722,40.41616058,41.52421951
12722,33.84172058,33.92070007
12722,33.46321487,33.60468292
12722,33.46321487,33.60468292
12722,33.91270828,33.98457718
12722,33.91270828,33.98457718
12722,33.46321487,33.60468292
12722,33.46321487,33.60468292
12722,33.91270828,33.98457718
12722,34.33180237,34.51247025
12722,23.71059799,23.94979477
12722,29.49814606,29.55377579
12722,23.71059799,23.94979477
12722,29.51239014,29.56788445
12722,23.71059227,23.94978905
12722,29.51246071,29.56794548
12722,29.51246834,29.56795502
12722,29.51247978,29.56796074
12722,33.91282272,33.98468781
12722,33.91273117,33.98459625
12722,33.90154266,33.9733429
12722,35.37671661,36.44469452
12722,33.91270828,33.98457718
12809,0,0
12809,3.294374943,3.488564014
12809,3.1813941,3.343150616
12809,1.819455147,2.34203577
12809,3.281306267,3.423839569
12809,2.861574173,3.19329834
12809,4.205779076,4.46605587
12809,2.962219,3.481382847
12809,4.385324001,4.651767254
12809,6.381018639,6.59062624
12809,7.642273426,7.810619831
12809,8.503793716,8.832413673
12809,15.24826241,15.33503151
12809,22.53187561,22.63412857
12809,35.24801636,35.53519821
12809,40.67082214,40.8887825
12809,38.46064377,39.06519318
12809,39.33761597,40.20925903
12809,36.80719757,37.19796371
12809,38.80381775,39.6727562
12809,45.50935364,46.59788895
12809,40.72363663,41.17723083
12809,35.24807739,35.53525925
12809,33.46321487,33.60468292
12809,33.92977905,34.00238037
12809,35.24807739,35.53525925
12809,33.91270828,33.98457718
12809,33.91270828,33.98457718
12809,33.46321487,33.60468292
12809,33.91270828,33.98457718
12809,33.46321487,33.60468292
12809,33.91244507,33.98430634
12809,23.71059799,23.94979477
12809,29.51247978,29.56796265
12809,29.50691032,29.56415939
12809,32.83415604,32.89967728
12809,33.436306,33.50513077
12809,23.71059799,23.94979477
12809,29.51246071,29.56794548
12809,29.51246071,29.56794548
12809,35.54479218,36.01062775
12809,33.91069412,33.98255157
12809,33.91107941,33.98294067
12809,29.51246834,29.56795883
12833,0,0
12833,0.217343569,0.340886116
12833,1.810084343,2.340887547
12833,1.797678828,2.242850065
12833,0.751122415,1.227141261
12833,0.12438786,0.821703255
12833,-0.023779154,0.496289372
12833,2.755414248,3.116779804
12833,3.076351643,3.390156507
12833,2.02048111,2.384820223
12833,1.368231058,1.937358737
12833,3.676230431,4.037569046
12833,3.573791981,4.000139236
12833,2.614256382,3.14961338
12833,2.587444544,2.93503046
12833,2.33864522,2.874777794
12833,0.645847201,1.071595907
12833,0.279222846,0.740763307
12833,0.29325819,0.766728878
12833,0.299289823,0.758584023
12833,0.674247146,1.294231176
12833,0.697919607,1.314877033
12833,0.883791208,1.284035444
12833,0.65694344,1.293570399
12833,1.549239039,2.003435373
12833,2.764300346,3.255074024
12833,1.569028974,2.023213148
12833,7.537578106,7.78242445
12833,14.05082226,14.10044289
12833,15.67615986,15.83716106
12833,16.02529144,16.2453289
12833,11.39708138,12.0940237
12833,14.65542984,14.74427032
12833,25.17321396,25.33153725
12833,23.71028328,23.94948196
12833,30.2424469,30.37544632
12833,31.94410896,32.09219742
12833,33.91270828,33.98457718
12833,15.7281599,16.50343895
12833,24.65284538,24.75873566
12833,29.28274918,29.4040699
12833,33.912323,33.98418808
12833,23.71059799,23.94979477
12833,29.2827282,29.40405273
12833,29.28274918,29.4040699
12833,34.21517181,34.29471588
12833,38.47358704,38.98597717
12833,31.22877502,32.70808411
12833,33.91270447,33.98456955
12833,36.24540329,36.3759613
